title,content,user_id,specialty_id,video_id,created_at,updated_at
Menorrhagia,"<strong>Important causes of menorrhagia with painful periods include:</strong><br /><br /><p>- Endometriosis - Adenomyosis - Pelvic inflammatory disease - Intra-uterine devices</p><strong>Causes of painless menorrhagia associated with a regular cycle include:</strong><br /><br /><p>- Dysfunctional uterine bleeding 
- Fibroids 
- Endometrial carcinoma/polyps 
- Coagulation disorders

</p>",621,20,84,2012-12-31 15:40:07 UTC,2012-12-31 15:40:07 UTC
Chronic Visual Loss,"<strong>Causes</strong><br /><br /><p>raised intra ocular pressure------> visual loss</p><p>autosomal dominant, TORCH infection, maternal drugs eg. steroids., chromosomal abnormalities eg. DOWN's and TURNER's, metabolic - galactosaemia</p><strong>Glucoma</strong><br /><br /><p>Primary, Secondary - DRAINAGE IS OBSTUCTED uveitis, phacogenic, intraoccular haemorrage, drug induced.</p><strong>aquired</strong><br /><br /><p>Old age (senile cataracts), trauma, steroids, diabetes M</p><strong>increase in glare and gradual loss of visual acuity</strong><br /><br /><strong>OPEN VS CLOSED</strong><br /><br /><strong>treatment</strong><br /><br /><p>surgery - PHACOEMUSIFICATION - Suck out the old lens and replace with a new one, whilst maintaining the lens capsule. </p><p>Complications - 1) infection post op = enophthalmitis 2) retinal detachment.</p><strong>ACute vs  Chronic</strong><br /><br /><strong>congenital</strong><br /><br /><p>SECONDARY GLAUCOMA - ANYTHING THAT CLOGS UP THE TRABECULAR MESH WORK ie. inflammation - uveitis, phacogenetic (from the iris), IO haemorrage (TRAUMA), drug induced, things that push the iris forward (cataracts, melanoma, rubeosis iridis)</p><p>Closed angle glaucoma, the lens and iris push on the trabecular meshwork -----> ACUTE FORM so presents with acute painful red eye and loss of vision.</p><p>Open angle glaucoma, the trabecular meshwork blocks the flow -----> CHRONIC FORM
</p><p>Chronic - gradual rise in IOP ----> painLESS loss of visual acuity. </p><p>Acute - rapid rise in IOP -----> painful, RED eye and acute loss of vision</p><p>Risk factor - myopia, women, afro-caribeans, FAMILY Hx</p><strong>Clinical Features</strong><br /><br /><p>IOP >22mmHG, Disc cupping, arcuate scotoma, tunnel vision. </p><strong>Rx</strong><br /><br /><strong>Mecical</strong><br /><br /><p>Eye drops - to reduce the production of aqueous humour. - beta bloackers, carbonic anhydrase inhibitors, protaglandin analogues, myotics</p><strong></strong><br /><br /><strong>Surgery </strong><br /><br /><p>:Laser - trabeculoplasty</p><p>Traditional - trabeculectomy </p><strong>Acute Management</strong><br /><br /><p>EYE DROPS AND IRIDOTOMY </p><p>EYE DROPS AND IRIDOTOMY </p><strong>Diabetic Retinopathy </strong><br /><br /><strong>3 stages </strong><br /><br /><p>1) Background retinopathy - normal vision - FUNDOSCOPY - MICRO ANEURYSMS, HAEMORRAGE (DROP, BLOT AND FLAME), HARD EXUDATES because of lipid leakage.</p><p>2)Pre-proliferative retinopathy - cotton wool spots/soft exudates - no treatment, but increase in examination.</p><p>3)Proliferative retinopathy - ischaemia drives new blood vessels to form WHICH ARE LEAKY = haemorrage, firbrosis, retinal detachment. TREATMENT = RETINAL LASER PHOTO-COAGULATION</p><p>Other changes - fluctuating visual acutiy, cataracts, mononeuropathies - diplopia, bilateral papillopathy. </p><strong>Age Related Macula Degeneration (AMD)</strong><br /><br /><strong>Features</strong><br /><br /><p>Very common </p><p>Key feature = Drusen. Accumulations of yellow extracellular fluid in bruch's membrane.</p><strong>complications</strong><br /><br /><p>1) geographic atrophy (DRY AMD) - MACULAR REGION WEARS AWAY. </p><p>Central acuity affected > peripheral </p><p>2) subretinal neovascularisation (WET AMD) - rapid loss in vision (weeks or days) Rx laser of photodynamic therapy. </p><strong>Genetic Eye Disease</strong><br /><br /><strong>Retinitis pigmentosa (RP)</strong><br /><br /><p>A group of progressive inherited progressive degenerative diseases that effect the photo receptors of the retina. </p><p>AD/Ar/X-linked</p><p>BILATERAL AND SYMMETRICAL </p><strong>CLINICAL FEATURES </strong><br /><br /><p>1)Nightblindness 2)Progressive Tunnel Vision. </p><p>MOST REGISTERED BLIND AT A YOUNG AGE</p><strong>FUNDOSCOPY TRIAD</strong><br /><br /><strong>ASSOCIATED SYNDROMES</strong><br /><br /><p>Usher's = RP and Deafness</p><p>Bardet-Biedel syndrome = RP + polydactily + obesity + entrapment neuropathies. </p>",621,14,58,2012-12-31 15:40:07 UTC,2012-12-31 15:40:07 UTC
Drugs in Psychiatry II,"<p>Agranulacytosis (regularly monitor FBC for low neutophils. And FBC before given drug) </p><strong>Risperidone SE</strong><br /><br /><strong>Olanzipine SE</strong><br /><br /><p>Haloperidol and chlorpromazine greatest risk! Very serious. Motor, mental and autonomic signs. Withing 4 - 11 days of start of meds, or change in dose.</p><p>Muscular rigidity, fluctuating consciousness. Autonomic - hyperthermia, BP, tachyC, sweating. </p><p>Stop AP meds amediately. SSRIs and Lithiuym can also cause it. </p><strong>Clozapine SE</strong><br /><br /><strong>Antipsychotics</strong><br /><br /><p>Used in PSYCHOTIC DISORDERS OR OTHER CONDITIONS WITH PSYCHOTIC FEATURES. </p><p>DOPAMINE D2 RECEPOTOR BLOCKERS.  Therefore are associated with EPSEs (extrapyramidal SEs)</p><p>Typicals - block all the D2s. Atypicals - less afinity for D2s, more 5-HT blocker action. 
Also block muscarinic, histaminergic and alfa adrenergic receptors - which means similar side effects to TCAs</p><p>Typicals - Haloperidol, Flupentixol, Sulpiride, Chlorpromazine........Associated with more with NMS</p><p></p><p>Atypicals - clozapine, olanzipine, rispiridone, quetiapine, amisulpride. </p><p>EPSEs - 1. Pseudoparkinsonism (muscular rigidity, bradykinesia, resting tremor) 2. Acute dystonia (involuntary, sustained muscular contractions - including jaw clenching and OCULOGYRIC CRISIS) 3. Akathisia (subjective feelings of restlessness or discomfort) 4. Tardive dyskinesia (rhythmic involuntary movements - usually of head, limbs or trunk and including chewing, grimacing and darting movements of the tongue)</p><strong>epse's </strong><br /><br /><p>Other SE - Hyperprolactinaemia, dry mouth, constipation, retention, weight gain, sedation, DERM - photosensitivity, rashes, lower seizure threshold, liver toxic, jaundice (cholestatic), pancytopenia, agranulotosis.</p><strong>Neuroleptic malignant syndrome</strong><br /><br /><p>Ix show high CK, and abnormal LFTs</p><p>""W.IP"" = weight gain and increase prolactin. </p><p>""WDAS"" = Weight gain, >risk of DM, Agranularcytosis, Sedation.</p><p>Acute anxiety - Short period. Insomnia, alcohol withdrawl, akathisia, acute mania, anaesthetic pre-med, PSYCHOSIS - RAPID TRANQUILISATION!</p><p>TCAs - tricyclic antidepressants are known to increase the sedative effect of anxiolytics and hypnotics in general.
</p><strong>AMISULPRIDE SE</strong><br /><br /><p>amisulPride - ""P"" = Prolactin increase. </p><strong>Bezo's</strong><br /><br /><p>Lorazepam, Temazepam (short acting hypnotics), Diazipam, Chrodiazepoxide (longer acting aka. anxiolytics)</p><strong>se - DROWSY, ATAXIA, HEADACHES, CONFUSION, DEPENDENCE!! IV repiratory depression</strong><br /><br /><p>Flumazenil is the antidote</p><strong>the Z's for insomnia </strong><br /><br /><p>Zopiclone, zolpidem, zalepon</p><strong>Buspirone - 5-ht receptor antagonist, for GAD</strong><br /><br /><p>not a benzo, no dependence !! </p>",621,21,88,2012-12-31 15:40:07 UTC,2012-12-31 15:40:07 UTC
Drugs in Psychiatry I,"<p>SE - GI, weightgain, headache, seizures, loss of libido (also a SE of the other two ADs) ALSO HYPONATRAEMIA BUT LESS COMMON THAN IN SSRIsContraindications - Cardio vascular disease, liver disease, Phaeochromocytoma</p><strong>Drugs I - ANTIDEPRESSANTS</strong><br /><br /><p>TCAs, SSRIs, MAOIs</p><strong>TCA's</strong><br /><br /><strong>SSRI's</strong><br /><br /><p>eg. Fluoxetine, Paroxetine, S.eR.tralI.ne, Citalopram..... 5-HT reuptake inhibitors 1st line meds in moderate depression, anxiety, OCD, bullimia nervosa (especially fluoxetine) Side Effects - GI, early anxiety and agitation, weight changes, HYPONATRAEMIA. Contraindicated in MANIA.</p><p>1. Lithium 2. Valporate 3. Carbamazepine </p><strong>Lithium </strong><br /><br /><p>TCAs - Amitriptyline - Clomiprimine 

Severe depression (GAD, OCD) Always 2nd line because of their side effects. 

Side Effects - muscarinic - dry mouth, blurred vision, urinary retention, constipation;
weight gain, sedation; CARDIOTOXIC - long QT, ST elevation, Heart block, Arrythmia. 

Caution - DANGEROUS IN OVER DOSE.
Contraindications - heart problems, liver disease.</p><strong>MAOI's </strong><br /><br /><p>eg. Phenelzine, Tranylcypromine, 2nd line treatments of depression because of the ""cheese reaction"" can lead to stroke and MI.......... Avoid - cheeses, wine, beer, smoked fish etc. cough mixtures. .</p><strong>MOOD STABILISERS</strong><br /><br /><p>Tranylcypromine is contraindicated in cases of hyperthyroidism.

</p><p>SEROTONIN SYNDROME - confussion, hyperthermia, shibvering, ridgidity, myoclonus Ix bloods, blood toxicology screen, ECG.</p><p>Uncertain mode of action. 

Indications - Prophalaxis, acute mania, treatment resistant depression. 

SE - polyuria, weight gain, oedema, tremor, skin problems, conc'n & memory problems, teratogenicity, ECG changes. 
TOXICITY in renal diease. CO-PRESCRIBING - CAREFUL WITH NSAIDS, ACEi, DIURETICS. Keep between 0.5 and 1 mmol.</p><p>Contraindications - heart disease, raised ICP, stroke, ANAESTHETIC RISK. </p><p>FBC, LFT, U&E, TFTS - PREGNANY TEST 

BLOOD LEVELS MONITORED, WEEKLY FOR 4 WEEKS, THEN 3 MONTHLY. U&E, TFT - 6 monthly.</p><strong>ECT </strong><br /><br /><p>However, it can be used during pregnancy if necessary</p><strong>before lithium treatment</strong><br /><br /><p>2 - 3 ECT teatments perweek. 4 - 12 treatments. SHORT ACTING ANAESTHETIC + MUSCLE RELAXANT. Electrodes give a generalised seizure for 15s.</p><p>Induces seizures. 

Very Severe depression - not eating or drinking, psychosis, strong suicidal thoughts. 
Schizophrenia, schizoaffective disorder. 

</p><p>SE - short term memory loss, HA, Nausea, Muscle pain, PROLONGED SEIZURES.  ANAESTHETIC COMPLICATIONS. </p>",621,21,87,2012-12-31 15:40:07 UTC,2012-12-31 15:40:07 UTC
Acute Renal Failure,"<p>Hello Justin

I hope your revision is going well.
Love you very much
xxx</p>",583,10,166,2012-12-31 15:40:02 UTC,2012-12-31 15:40:02 UTC
Pneumonia LIVE,"<strong>Pneumonia</strong><br /><br /><strong>Definition</strong><br /><br /><p>Infection and inflammation of the lung parenchyma. Bacteria is the most common pathogens. </p><strong>Host vs Pathogen </strong><br /><br /><p>-Immune Factors: immunodef
-Non immune: CF- abnormal clearance 
-Virulence of pathogen
-Size of the dose: TB- close contacts</p><strong>Method of Spread</strong><br /><br />",582,3,121,2012-12-31 15:40:02 UTC,2012-12-31 15:40:02 UTC
Lymphoma,"<p>When a B cell encounters an antigen, it travels to lymph nodes to be activated. It travels through the mantle zone to become mantle zone, germinal centre to become centroblast-->centrocyte then to marginal zone to become a marginal cell before becoming a plasma cell.

B cell NHL:
- Naiive B cell - small lymphocytic
- Mantle cell - mantel cell
- Centroblast - diffuse large B cell
- Centrocyte - follicular
- Marginal - marginal zone</p><p>High grade - Burkitts, diffuse large B cell, mantle cell

Low grade - small lymphocytic, follicular, marginal zone</p>",576,7,35,2012-12-31 15:40:01 UTC,2012-12-31 15:40:01 UTC
LIVE - Fluid Resus in Surgery,"<p>CRYSTALLOID e.g. normal saline, dextrose, Hartmann's
normal saline - replacement (D+V)
Hartmann's - intra-op; lactate (metabolised by liver, converted to bicarb)

COLLOID e.g albumin (treating ascites), 
stays intravascular space for longer
synthetic e.g. gelofusin, haemaccel

Na saline: 154 Na in 1L
Dextrose: 30 Na + 40g dextrose
5% dextrose: 50g in IL
Hartmann's: anions + cations + ca + lactate

colloids - anaphylaxis

3L fluid per day, 100mmol Na, 60 K 

low Na: confusion
low K: tachycardia

PRE-OP
NBM 6hrs
8 hrly bags NaCl + dextrose + dextrose (+20KCL in all)

POST-OP
Avoid K for first 48hrs 
Read op note...
Check pre-op obs
Check fluid balance; 0.5-1ml/kg/hr
Watch out for fluid overload: SOB, oedema, JVP
Post op pyrexia <24h e.g. atelectasis (Rx chest physio), <72h e.g UTI, chest

DVT - squeeze calves, check DVT prophylaxis written up, fresh set of obs, listen to chest, ECG (tachycardia on wards - do ECG), 
PE: sats dropping....CT PA/ VQ scan 

SPECIAL SURGICAL FLUID CASES
Pancreatitis (intra-abdominal burn)
BO
Renal Colic
Burns
High stoma loss
GI Bleed

SHOCK
0-15% 750ml
15-30% 
30-40
>40% 2L blood loss

BLOOD
emergency O-ve

MX
ABC 
evidence of end organ hypoperfusion: GCS low, low urine output, cold, clammy
Fluid monitoring - JVP, checking obs, CVP

ON-CALLS
LOW urine output - increase speed of fluid, check catheter for blockage
LOW BP - haemorrhage, check Hb post-op, 
Fluids ran out
Fluids overloaded: SOB



 </p>",548,15,172,2012-12-31 15:39:58 UTC,2012-12-31 15:39:58 UTC
Heart Failure,<strong>Heart Failure</strong><br /><br />,522,2,,2012-12-31 15:39:53 UTC,2012-12-31 19:16:06 UTC
Fracture Management,<strong>Orthopaedics</strong><br /><br />,522,17,77,2012-12-31 15:39:53 UTC,2012-12-31 15:39:53 UTC
Atrial Fibrillation,<strong>AF</strong><br /><br /><strong>Presentation</strong><br /><br /><p></p>,510,2,13,2012-12-31 15:39:49 UTC,2012-12-31 15:39:49 UTC
Neuropathy,"<strong>Peripheral / Cranial Neurophay</strong><br /><br /><p>Periperal neurophay - Includes cranial nerves
Radiculophathy - affects spinal nerve root
Plexopathy - affects plexus eg braccial plexus</p><strong>Categories</strong><br /><br /><p>Mononeropathy: 
      -single
      - multiple discrete monneuropathies

Polyneuropathy</p><p>demylination: GB-syndrome post infective/hereditory
axonal degeneration: toxic - alcohol
focal compression: entrapment locally disruting myelin
infarction: diabetes/vaculitis
Infiltration: infiltration of inflammatory cells - granulomas/malignacy</p><strong>Mono</strong><br /><br /><p>affects anatomically exposed nerves
symptoms relate to motor or sensory
  -symptoms relate to the nerve affecrted eg carpal Tunnel, peroneal nerve palsy -

Causes acronym WARDS PLC
Wenger's
Amaloidosis
Rheumatoid
Diabetes
Sarcoid

PAN
Leprosy
Carcinomatosis</p><strong>Mononeuritis multiplex</strong><br /><br /><strong>Polneuropathy</strong><br /><br /><p>split into motor and sensory
usually symtrical and systemic underlying cause</p><p>Causes of polyneuropathies:
   Vascular - vasculitis
   Infection -HIV/AIDS
   Neoplasia -Carcinoma/myeloma
   Trauma - mononeuropathies not poly
   Autoimmune - Lupus/GB syndrome
   Metabolic - diabetes / vitamin B12/B1 renal failure
   Electrolytic - Not causitive
   Degenerative - Not causitive
   Iatrogenic - Drugs isonisid
   Congenital _yes 
</p><strong>Treatment</strong><br /><br /><p>Neuropathic pain treatment - TCAs / Gabapentine  etc</p>",361,12,53,2012-12-31 15:39:36 UTC,2012-12-31 15:39:36 UTC
Arthritis,"<strong>Major Arthritis categories</strong><br /><br /><p>Non-inflammatory</p><p>- Osteoartritis</p><p>frequently mechanical components</p><p>oseteophyte formation</p><p>increasing incidence with increasing age</p><p>Inflammatory</p><p> - Chronic SEROPOSITIVE rheumatoid IgM/ccp</p><p>common mostly small joints also wrists elbows and shoulder, ankles
and knees</p><p>morning stiffness more than 1 hr movement is not releiving</p><p>ulner deviation and swan neck deferomation</p><p>70% positive for rheumatoid, CCP more predicitve</p><p>loss of articular cartiledge
load bearing joints knees hips spine hands
morning stiffness < 1 hr

</p><p>symetry</p><p>CHRONIC seronegative</p><p>colonic</p><p>reactiveList item</p><p>akylosing spondylitis more men than women associated with HLA-B27</p><p>sproiatic 5 major forms</p><p> - Acute</p><p>septic -Staph aureus</p><p>Gout & speudogout - crystal deposition painful affects mainly first metatarsal phalangeal joint</p><p>Differential</p><p>symmetry - RA & psoratic</p><p>Mono arthritic OS, psoratic & Gout/Speudogout</p><p>Pauciarthritic OA Akylosing Spondylitis, psroatic & Gout</p><p>Poly RA, OA Akylosing Spond, Psoratic</p><p>Small Joints RA OA(DiPs rarely), Psoratic,Gout</p><p>Large Joints RA (less commonly elbows and shoulders) OA Psoratic Gout</p><p>Axial joints AS & Psoratic</p>",361,6,,2012-12-31 15:39:36 UTC,2012-12-31 15:39:36 UTC
Meningitis,"<p>rapid onset associated severe headache
neck stiffness
photophboia
vomiting
fever possible seizures
reduced conciousness</p><strong>Acute bacterial meningitis</strong><br /><br /><strong>Presentation</strong><br /><br /><p>Fever
Tachycardia
assciated septic shock
purpuric rash - meningicoccal meningitis
reducing GCS
pain at hip on passive extension of knee (Kernigs sign)
bulging fontonella/papillodema/loss of retinal pulsation</p><strong>Tests</strong><br /><br /><p>FBC/U&Es/Clotting screen
Blood cultures for septacemia
Lumbar puncture contraindicated in raised intracranial pressure and CT to check for raised intracranial pressure
CXR</p><p>Bacterial: CSF
glucose-low compared to serum
protein-raised
neutraphils raised
Gram stain/culture/sensitivity

Viral: 
Glucose- normal
Protein -normal or raised
lymphocytes raised
PCR necessary</p><strong>Causitive organisms</strong><br /><br /><p>Top 3: 
Neisseria
Streptococcus pneaumoniae
Haemopholous Influenzae B</p><strong>Management Critical</strong><br /><br /><p>Speed is critical -resuscitation and antibiotics
Stabalise: ABC airways, breathing, circulation
IV antibiotics - cephlosporin and fluids
analgeisia</p>",361,11,48,2012-12-31 15:39:36 UTC,2012-12-31 15:39:36 UTC
Schizophrenia,"<p>lack of contact with reality + psychotic symptoms
15-35
rule of 20's 

acute onset, high social class, female, high iq

causes? genetic + environmental
preg comps, low class, cannabis, multiple adverse life effects
neurodevelopmental - temporal lobes + neuro signs

CF's:
acute = positive 
restless, noisy, withdrawn
mood blunted, affect 
speech
think, functional thought, loosening
perception = hallucinations
cogition impaired in time
LACK OF INSIGHT

chronic= negative (TRAID OF:)
lack of drive
social withdrawal
impaired living skills

movement disorders = catatonic symptoms (stupor, excitement)

Diagnose:
senders first rank symptoms (passivity, thought possession, delusional perception, hallucinations =commentary/thoughts)

impaired social/functional 
>1 month

exclude organic/pscychotic/drugs

affective componant = schozo affective disorder

Treatment:
acute= benzodiazepines, antipsychotics, ect, 
recover? continue antipsychotic for 6 months
tardive diskineasi, weight gain, hypoglycaemia

</p>",359,21,,2012-12-31 15:39:36 UTC,2012-12-31 19:16:08 UTC
Lower Limb Anatomy I,"<strong>muscles of the thigh</strong><br /><br /><strong>anterior compartment</strong><br /><br /><p>Iliopsoas (illiacus & psoas major ) -> stabilise the hip joint</p><p>Sartorius -> longest muscle in body
flex, abduct and lat.rotates thigh @ hip joint</p><p>Quadriceps femoris muscle -4 muscles in total. All innervated by femoral nerve</p><strong>posterior compartment</strong><br /><br /><p>Seminomembranosus muscle- extends thigh, flex/medially rotate thigh</p><p>Semitendinosus muscle (innervated by tibial division of the sciatic nerve)
extends thigh & medially rotates leg</p><p>Biceps femoris -> flex & lat rotate the leg, extend thigh</p><p>Adductor magnus muscle (hamstrings) ->
adduct & extends thigh</p><strong>medial compartment</strong><br /><br /><p>-pectinus
-adductor longus
-adductor magnus (adductor part)
-adductor brevis
-gracilis
-obturator externus
</p><strong>gluteal region</strong><br /><br /><p>gluteus maximus+minimus+medius, tensor fasciae lata, Gemellus sup&inf, quadratus femoris</p>",350,166,193,2012-12-31 15:39:35 UTC,2012-12-31 15:39:35 UTC
Chronic Visual Loss,"<strong>5 Causes of painless visual loss</strong><br /><br /><p>1. Cataracts
2. Glaucoma
3. Diabetic Retinopathy
4. Macular Degeneration
5. Genetic Eye Disease</p><strong>cataracts</strong><br /><br /><p>commonest cause of worldwide blindness</p><p>CAUSES: Congenital, Aquired (senility, trauma, drugs- esp. steroids)</p><p>present with grad. loss of visual acuity & glaring</p><strong>glaucoma</strong><br /><br /><p>elevated IOP -> visual damage</p><p>R.Factors: FHx, female, afro-carribean</p><p>Acute vs. chronic

acute: MEDICAL EMERGENCY! rapid rise in IOP -> painful red eye + sudden reduction in visual acuity

chronic: gradual rise IOP -> painless loss of visual acuity</p><p>open angle vs. closed angle

most common= primary open angle

rare= secondary closed angle</p><p>Mx

Medical: eye drops (alter production/drainage of vit.humour) e.g. B-blockers, carbonic anhydrase inhibitors, prostglandin analogues, myotics

Surgical</p><strong>diabetic retinopathy</strong><br /><br /><p>stages:
1- background retinopathy (will have normal vision, have dot, spot, & flame haemorrhages)
2- pre-proliferative retinopathy (cotton wool spots, soft exudates)
3- proliferative retinopathy (new vessel formation)</p><strong>Age-related macular degeneration</strong><br /><br /><p>Commonest cause of blindness in Western world -> DRUSEN

Complication->
1. geographic atrophy (DRY AMD) - more common
slow loss of vision, central>peripheral acuity loss, Rx-visual aids

2. sub-retinal neovascularisation (WET AMD)
rapid loss of vision, Rx- laser photocoagulation</p><strong>genetic eye disease</strong><br /><br /><p>retinitis pigmentosa = group of progressive inherited diseases affecting the photoreceptors of the retina
 Inherited (AD/AR/x-linked)
bilateral and symmetrical

c.features: night blindness & tunnel vision (progressive, registered blind by 30's)</p><p>Usher Syndrome
RP + deafness

Bardet-Biedel Syndrome
RP+polydactyly (extra toes) + obesity+ entrapment neuropathies</p><p>STARGARDT DISEASE: AR RECESSIVE FORM OF JUVENILE MACULAR DEGENERATION

BEST'S DISEASE: HERIDITARY FORM OF PROGRESSIVE MACULAR DYSTROPHY</p>",350,14,58,2012-12-31 15:39:35 UTC,2012-12-31 15:39:35 UTC
The Red Eye,"<strong>? opthalmic referral</strong><br /><br /><strong>cAUSES</strong><br /><br /><p>Lids -> foreign body? blepharitis (ant/post)

Infection -> pre-septal cellulitis (mild- Tx NSAIDS & PO Abx), orbital cellulitis (req. inpt admission, IV Abx)

Conjunctival-> subconjunctival haemorrhage, conjunctivitis (bacterial/viral/chlamydial)

Sclera-> episcleritis (mild sceral reddening), scleritis (sceral reddening), trauma

Cornea -> keratitis

Ant. Chamber-> acute glaucoma (acute decrease of visual acuity), uveitis (inflamm of uveal tract. Ant- pain, photophobia, loss of vision.)

</p><strong>red flag: disturbance of vision, disharge, clouded cornea, pupil involvement</strong><br /><br />",350,14,,2012-12-31 15:39:35 UTC,2012-12-31 19:16:08 UTC
A Neurology Primer,"<strong>Cells of the n.system</strong><br /><br /><p>NEURONS:
- White -> axons
- Grey -> bodies

GLIA (4 types)
1) astrocytes - star shaped- (blood brain barrier, BBB)
2) oligodendrocytes - circles- (make and maintain myelin)
3) Ependymal cells - columns- (produce CSF, line the ventricles)
4) Microglia - macrophages - (bone derived, act in defence of brain)</p><strong>temporal sieve</strong><br /><br /><p>seconds -> vascular (CVE, TIA, etc)
minutes -> metabolic (DKA)
hours -> bacterial
days -> viral/fungal
weeks -> inflammatory
months -> neoplasm
years -> degenerative (parkinson's, alzheimer's, etc)</p><strong>surgical sieve- the big 4</strong><br /><br /><p>1-VASCULAR

2-INFECTIVE -> abcess/encephalitis/meningitis/prion

3- NEOPLASM -> metastases, primary CNS/ familial syndromes (e.g. tuberus sclerosis, neurofibromatosis)

4- DEGENERATIVE:
a) cortex -> Alzheimer's/ FTD/ vascular
b) ganglia -> Parkinson's/ MSA/ Huntington's
c) motor neuron -> ALS/SMA</p><strong>anatomical supply- what does wrong...</strong><br /><br /><p>ACA: decreased strength + loss of sensation in LEG

MCA: decreased strength + loss sensation in upper body (ARM+HEAD)

PCA: Visual loss + dizziness/ataxia</p>",350,12,51,2012-12-31 15:39:35 UTC,2012-12-31 15:39:35 UTC
Liver Pathology 1,"<p>Dual blood supply, portal vein & hepatic artery

stellate cell- storage of vit A (impt i cirrhosis)</p><strong>5 Impt pathologies</strong><br /><br /><p>1) Infection

2) Alcohol

3) Drugs

4) Metabolic

5) Autoimmune</p><strong>Hepatic failure</strong><br /><br /><p>= clinical syn. with >90% reduction in functional capacity of the liver

1) ACUTE -> sudden massive injury on normal liver

2) DECOMPENSATED -> minor insult on weakened liver (ie pre-existing pathology)</p><p>Key features: Hepatic encephalopathy, coagulopathy (esp clotting factors), jaundice

nb- if decomp, may have signs of chronic liver failure (e.g. ascites)</p><p>Assoc. with hepato-pulmonary syndrome & hepato-renal syndrome</p><strong>3 states preceding failure</strong><br /><br /><p>Acute (damage resolves <6months)
Causes: infections, ETOH, drugs.
Variable S&Sx
Icteric hepatitis

Chronic (>6months)
S&Sx: 80% ASx, 15% variable Sx, 5% episode icteric hepatitis</p><strong>cirrhosis</strong><br /><br /><p>whole liver fibrosis with nodules of regenerating hepatocytes -> disruption of liver vascular architecture</p>",350,4,25,2012-12-31 15:39:35 UTC,2012-12-31 15:39:35 UTC
Menorrhagia,"<strong>regular cycle + painless</strong><br /><br /><p>Fibroids (leomyomas),
Dysfunctional uterine bleeding,
Coagulation disorders (e.g. V.Willibrand's)
Endometrial Carcinoma/polyp</p><strong>Regular cycle + painful</strong><br /><br /><p>PID
Endometriosis
Adenomyosis (endometrium implants within the myometrium)</p>",350,20,84,2012-12-31 15:39:35 UTC,2012-12-31 15:39:35 UTC
Shoulder Dystocia,"<strong>Big obstetric emergency!</strong><br /><br /><p>= Bony impaction of the anterior shoulder BEHIND the pubic symphesis

can also be post. shoulder behind sacral promontory</p><strong>Risk Factors</strong><br /><br /><p>Antepartum: 
Diabetes, 
macrosomia, 
high BMI (>30), 
induced labour, 
prev shoulder dystocia

Intrapartum:
Prolonged 1st/2nd stage of labour,
Instrumental delivery
Augmentation of labour (e.g. by oxytocin if contractions slow)</p><p>Signs</p><p>Turtle neck sign - head remains attached tightly to the vulva
Difficulty delivering the head
Failure to deliver the ant. shoulder
Failure of restitution (turning) of the head</p><strong>Management</strong><br /><br /><p>H -> call for help. Further pushing by mother should be stopped.
Evaluate for episiotomy
Legs -> Mc Roberts position
Pressure (suprapubic)
Enter (the vagina)-> Woods' screws manoevure (Obs doc only)
Remove the posterior arm
Rollover of all fours and try manoeuvres again</p><strong>Complications</strong><br /><br /><p>Fetal hypoxia

Damage to brachial plexus -> Erb's/Klumpkes palsy

Fracture of clavicle</p><p>Mother -> uterine rupture, perineal tears, PPH</p>",350,20,86,2012-12-31 15:39:35 UTC,2012-12-31 15:39:35 UTC
Pulmonary Oedema,"<p>Common, medical emergency
</p><p>= Accumulation of fluid within the interstitium of the lungs

--> imapaired gas exchange +/- resp. failure</p><strong>Causes</strong><br /><br /><p>Acute LV failure. 
Tends to have PMHx of heart disease and in insult to exacerbate
e.g. fluid overload, new cardiac events, infection (esp. pulmonary)</p><strong>Presentation</strong><br /><br /><p>Symptoms- Sudden onset SOB, pink, frothy sputum

Signs- Bibasal crepitations, gallop rhythm (S3&S4), diaphoresis (excessive adrenergic activation. eg pallor sweating, etc)</p><strong>Treatment (if suspected before Ix)</strong><br /><br /><p>ABC-approach

100% O2 (even in COPD)
IV access
-morphine 5mgIV (+10mg metoclopramide NOT cyclosine)
-Furosemide 40-80mg IV

Specialist help
CPAP, ionotropes (dobutamine)
-GTN spray/infusion</p><strong>Investigations</strong><br /><br /><p>1) Cultures -> sputum
2) Bloods ABG
Venous-> FBC, CRP, cardiac enzymes
3) Imagine-> CXR, Echo (ejection fraction.valvular prob)
4) Functional -> ECG (ischaemia/arrhythmias)</p>",350,3,17,2012-12-31 15:39:35 UTC,2012-12-31 15:39:35 UTC
